local_bsz,step_time,sync_time,placement,num_nodes,num_replicas
11,0.9931171983480452,0.5884111557006836,67,2,13
12,1.01215398311615,0.5811978569030762,67,2,13
4,0.9189385771751404,0.6787159233093263,68,2,14
6,0.909176468849182,0.6323605766296386,68,2,14
8,0.9241262078285216,0.5706253089904785,68,2,14
11,0.9609124064445496,0.5453864517211914,68,2,14
12,0.9867715388536452,0.5428502960205077,68,2,14
4,0.7102629542350769,0.4538812465667725,7,1,7
6,0.7324946522712708,0.4252897090911865,7,1,7
8,0.7265283614397049,0.386418493270874,7,1,7
11,0.7609255909919739,0.3561342792510986,7,1,7
12,0.762305274605751,0.3269265727996827,7,1,7
4,0.9432952404022216,0.6883245887756347,77,2,14
6,0.9582845717668532,0.6556657409667968,77,2,14
8,0.9871493577957152,0.6208841972351073,77,2,14
11,1.0192654132843018,0.5980477142333984,77,2,14
12,1.0276152789592743,0.5771203002929687,77,2,14
4,0.8725824803113937,0.6048101463317871,78,2,15
6,0.8800818771123886,0.57472017288208,78,2,15
8,0.906980276107788,0.5441836967468263,78,2,15
11,0.9302319586277008,0.504769416809082,78,2,15
12,0.943337619304657,0.4831129760742187,78,2,15
4,0.7633080631494522,0.5284081268310548,8,1,8
6,0.7928533405065536,0.4915296669006348,8,1,8
8,0.8097047656774521,0.4574004554748535,8,1,8
11,0.8286108374595642,0.4214139957427978,8,1,8
12,0.8432824313640594,0.4093744144439697,8,1,8
4,0.8702814877033234,0.6153699226379394,88,2,16
6,0.9277341067790984,0.6219347305297851,88,2,16
8,0.954642817378044,0.5958510551452638,88,2,16
11,0.9910803586244584,0.5771282005310059,88,2,16
12,0.9991360157728196,0.5555332717895508,88,2,16
